,Date,Review_Score,Name,Review_Text
444,"March 12, 2019",1,Rolf Garholm,Etter to måneder har DnB fortsatt ikke fått på plass noe funksjonalitet i denne appen. Nesten alt man kan gjøre er å trykke på ikoner som tar deg videre til nettsidene deres. Nesten uansett hva jeg skal gjøre hos DnB så er det enklere og mer oversiktlig å logge inn på nettsidene i stedet for å irrit...Full Review
445,"March 11, 2019",1,Vinter,
446,"January 27, 2019",1,Ivo Augustin,Jeg kan ikke bruke denne appen pga. root. Dette har fungert før.
447,"March 8, 2019",2,Yngve Thoresen,"Hvorfor lansere en app som er så uferdig, DNB? Den er langt tregere enn den forrige, til det jeg bruker mest: sjekke saldo. Saldo som widget? Hvem har ønsket det?  Saldo uten å logge inn burde vært på plass dag 1. Ikke som widget, det er vel få som ønsker å flashe saldo til alle som får et glimt av ...Full Review"
448,"April 15, 2019",1,A Google user,"Mistet sin ene gode funksjon, å skjekke saldoen raskt og enkelt, nå er det lettere å skjekke saldo ved å logge inn på en pc, så jeg trenger ikke denne appen lengre. Bruker heller vipps."
449,"March 14, 2019",1,Saad Nasir,
450,"February 26, 2019",5,LetzBeAwezome,
451,"January 30, 2019",1,Odin,
452,"January 29, 2019",1,Athavan Mahendran,"Helt ubrukelig etter oppdatering. Greit at man kan ha bank id osv. Det som ikke fungerer er selve appen. Jeg får ikke sett andre kontoer, avslutter av seg selv. Hvor velger man språk? Mobilen min er på engelsk, men ønsker å ha norsk i DnB appen. Nesten like greit å avinstallere appen og bruke mobil ...Full Review"
453,"January 26, 2019",1,Catrine Jensen,
454,"February 12, 2019",5,Strikerz,
455,"February 12, 2019",1,A Google user,
456,"February 3, 2019",1,Pål Nisja-Wilhelmsen,
457,"February 11, 2019",5,Mari Bjordal,"Nå funker appen bra, selv å åpne den med fingeravtrykk!"
458,"February 12, 2019",1,Jonathan,
459,"January 28, 2019",1,Adrian G,
460,"February 28, 2019",5,Morten Lockert Dietzel,"Må logge inn med bankID på mobil hver gang, da biometrisk innlogging ikke virker.. Edit: gjorde som DNB sa, og installerte mobilbanken på nytt, og da funket alt. Innstillingene jeg hadde gjort der tidligere var der fremdeles, så det er et pluss!  Ellers synes jeg den funker bra! Man kan gjøre mye me...Full Review"
461,"February 19, 2019",3,Kim Henriksen,"Hva skjedde med full og enkel oversikt slik det var på forrige versjon? Nåværende versjon er treg (VELDIG treg!), tungvendt å bruke og lite oversiktlig. Må logge inn ned BankID/BankID på Mobil/Fingeravtrykk hver eneste gang istedetfor å komme rett inn på kontooversikt. Dessverre så var dette (for me...Full Review"
462,"February 12, 2019",1,Ozzy Bechmann-Pedersen,
463,"February 7, 2019",1,A Google user,"Virker Ikke, stopper opp på innloggingen. Har restartet og reinstallert."
464,"January 25, 2019",1,Mona Knutsen,
465,"January 26, 2019",1,Magnus Tovslid,
466,"February 8, 2019",1,Tom Kling,Ikke prøv å fiks noe som ikke er ødelagt.
467,"January 24, 2019",1,Sølve Monteiro,
468,"February 26, 2019",1,A Google user,
469,"March 6, 2019",5,Illya Derekh,"App funker nå, alt ser bra ut"
470,"February 19, 2019",1,A Google user,
471,"February 27, 2019",1,Tina Ekelund,
472,"February 3, 2019",2,Aleksander,
473,"January 26, 2019",1,Helena Kruse-Jensen,
474,"January 31, 2019",1,Kacem Talaasen,
475,"February 1, 2019",1,Michael Johansen,
476,"January 25, 2019",1,Silje Bakke,
477,"February 4, 2019",1,Raghdan Barrak,
478,"February 12, 2019",1,Mathias Bjørnhaug,"Hva driver dere med?! jeg har brukt appen deres i åresvis for å sjekke saldo kjapt og lett, og nå må jeg logge inn med bankID for å se? Alle menneskene jeg omgås med i hverdagen har også klagd om det. super fint at dere gir mobilappen deres mere tilgang osv. Men hvorfor i alle dager krever dere BankID for saldo?? hadde det ikke vært mye bedre å kreve BankID om man faktisk skal gjøre noe/endre på noe inne på appen? Jeg er ordentlig skuffa over de få hjernecellene dere brukt her."
479,"January 28, 2019",2,A Google user,
480,"February 9, 2019",1,predhawk joakim,
481,"January 31, 2019",1,tulloch cam mbonika,
482,"February 19, 2019",4,Alexander Malerbakken,seneste oppdateringen fungerer :)
483,"January 25, 2019",1,Marius Thingvald,
484,"January 31, 2019",1,A Google user,
485,"February 14, 2019",1,Kingo meyer,
486,"January 28, 2019",1,Mats Sypriansen,
487,"January 31, 2019",2,Tom-Daniel Laugerud,"Dnb hauset opp denne oppdateringen i forkant i sine kanaler og etter. User interface har blitt bedre da man faktisk ikke må gå gjennom nettsiden, men den har fortsatt store mangler og har allerede flere ganger måttet logget meg inn via nettleser. Mangler: - Innboksen/meldinger er ingen sted å finne - Når jeg betaler må man fylle inn tlf nr for bank ID mobil istedenfor å bruke fingeravtrykk - Ingen oversikt over Avtalegiro/Efaktura - Ikke mulighet for å kontakte banken via chat i appen"
488,"February 6, 2019",1,Henning Stende,"Brukergrensesnittet er latterlig dårlig! Det er like enkelt å skrive inn hele URL'n i nettleseren som å logge seg inn via appen for så og bli linket til nøyaktig de samme tingene på DNB sin nettside... De hadde en app som fungerte greit, så hvorfor H$L¥€tt3 lansere noe så halvferdig! Sikker på at en hobbyprogrammerer kunne laget denne appen 10x bedre på en halvtime (hvor lang tid tar det å lage et interface med linker til en nettside???) Har de ansatt indiske barneskoleelever på utvikling??"
489,"February 3, 2019",1,Fredrik Amland,
490,"February 14, 2019",5,Andreas Kritsinis,mye bedre nå.
491,"March 5, 2019",4,Marius Johansen,Fingeravtrykk virker nå
492,"February 19, 2019",2,Eirik Lid,
493,"February 5, 2019",1,Sakindar Hayat,
494,"February 2, 2019",1,Julie Ann Digdigan,
495,"February 6, 2019",1,A Google user,
496,"March 11, 2019",1,Mohammed H,
497,"February 1, 2019",1,Johnarthan Sutharshan Amalathas,
498,"February 5, 2019",1,A Google user,
499,"March 1, 2019",1,tina S,
500,"January 26, 2019",1,Amine Saouli,very bad. .....
501,"February 5, 2019",4,Magnus André Vinjum,Bra
502,"February 7, 2019",1,Alex Nelson,
503,"September 1, 2019",3,Abo Dawoud El Masry,
504,"January 18, 2019",4,Tim Lilleøen,"Det nye designet er helt klart i riktig retning. Selv om noe av funksjonaliteten sender deg til en nettside, så har du enkle funksjoner som å Betale/Overføre direkte i appen. Jeg håper de tar dette lengre og integrerer mer funksjonalitet. En detalj som er verdt å nevne (om utviklerne ser dette) er at den elegante animasjonen inn mot skjermbildet man kan gjøre en betaling/overføring er tregere enn hva den kan være. øk hastigheten på den. Får funsjonen til å virke sluggish. Ellers bra design."
505,"January 23, 2019",4,Max,Appen funker og error 1010 blir borte hvis du aktiverer chrome. Folk som bruker chrome beta vil oppleve dette problemet. Du må også starte chrome em gang utenfor appen for å godta vilkår i chrome. Funker fint nå.
506,"January 18, 2019",1,Sebastian Torstenson,"Etter oppdateringen til nytt design, er det ikke lenger mulig å se saldo uten å logge inn. Det er en funksjon som kommer på sikt - men dette burde jo vært på plass ved lansering. Å sjekke saldo raskt, er i alle fall for meg, hovedfunksjonen med appen."
507,"January 20, 2019",1,A Google user,"Jeg virkelig trivdes med muligheten til å sjekke saldo UTEN å logge inn.. en liten tur på butikken krevde ikke 10 minutter ekstra tid på mobilen for å logge inn fordi bank ID på mobil er så forbanna treg, bare for å se hva jeg har på kontoen som jeg nå må.. lettere å sjekke hjemme på PC'n.. La oss få se saldo UTEN å logge inn!!!"
508,"January 17, 2019",1,Andre Wara,
509,"January 18, 2019",2,A Google user,"jeg må si jeg savner den gamle appen. Denne nye versjonen ser litt uferdig ut. Det som er bra med den er vel innlogging i og med at man slipper å logge inn på nettbanken, men den nye måten å sjekke valutta på er jeg ikke helt enig i. Den tar deg over i en nettside, og da er det jo ikke mulig å forhåndsloade appen i tilfellet man ikke har nett. Jeg har enda ikke opplevd noe feil, annet enn ved første innlogging hvor det gikk veldig treigt."
510,"January 23, 2019",1,Phillip Barghan,
511,"January 18, 2019",1,Frida Lund,
512,"January 19, 2019",1,A Google user,
513,"January 21, 2019",1,A Google user,
514,"January 20, 2019",1,Magnus Arsenovic,
515,"February 1, 2019",1,A Google user,"10 ganger tregere, dårlig sikkerhet og ingen funksjonalitet enn den forrige. Vil ha den gamle tilbake. Appen gir tilgang til nettbanken via fingerid på telefon som er den største fiasko dem har klart. Fingerid er 100 ganger mindre sikkert enn passord og BankID. Dette er på grunn av det nye indiske t...Full Review"
516,"January 19, 2019",1,Aleksander Skilbrigt,
517,"January 22, 2019",1,Haakon Sperre,
518,"January 23, 2019",3,Maria Therese Nordahl,"Funker greit for meg (men det ser jo ut til at jeg har hatt flaks). Slet litt med å finne 'overfør penger' knappen til å begynne med, men det er jo bra at funksjonaliteten er der ihvertfall. (Kanskje vært en ide å lagt en snarvei på 'forsiden'?) Synes også designet har kommet seg. Det jeg ikke skjønner meg på er hvorfor dere bruker et kommategn mellom tusentall? Tolv tusen (12 567) ser plutselig ut som 12 kr (12,567). Kan fort gi litt hakeslepp når man går inn for å sjekke saldo. Quick fix?"
519,"January 23, 2019",1,Robert Oedegaard,
520,"January 19, 2019",1,Kurt Kildahl,Skuffelsen var stor når jeg hadde lastet ned den nye appen og oppdaget at den ikke bruker vennlig. DNB har gått mange år tilbake de henger ikke med i utviklingen.
521,"January 19, 2019",1,Linda Christin Halvorsen,
522,"January 17, 2019",1,A Google user,
523,"January 17, 2019",2,A Google user,
524,"January 17, 2019",1,A Google user,"Nå har jeg ventet lenge nok. Selv 2 oppdateringer etter lansering er det fortsatt ikke mulig å logge på med BANKID på mobil! (error 1010 ved login) DNB har virkelig gjort en forferdelig jobb med å teste appen sin, når den ikke fungerer på en av Norges mest populære telefoner, Huawei P20 Pro. Vennlig...Full Review"
525,"January 17, 2019",1,jan-andreas Madsen,
526,"January 18, 2019",1,A Google user,"Appen påstår feilaktig at mobiltelefonen min er rootet, og nekter å kjøre. Svakt, DNB.   EDIT: Jeg har en Huawei Mate 10 Pro ( BLA-L29). Jeg har tømt cache og slettet data, deretter av- og reinstallert appen, uten at det hjalp. Hvordan får jeg tak i deg, Bjarne? Ringer jeg kundeservice, blir jeg møt...Full Review"
527,"January 21, 2019",1,Isabelle Gautier Offerdahl,
528,"January 23, 2019",5,A Google user,Takk for at dere fikset error 1010. Applikasjonen fungerer som den skal.
529,"January 17, 2019",1,Andreas Westby,
530,"January 17, 2019",5,Ulrik Bakkebø Sirnes,
531,"January 24, 2019",2,Cecilie Wright,
532,"January 23, 2019",3,Kenneth Stigum,
533,"January 17, 2019",3,Vegar Ringdal,
534,"January 17, 2019",1,Magnus Heltne,
535,"January 23, 2019",1,Ali Aljumaili,"Ikke dnb et IT selskap? hvem kvalitetssikret dette? jeg savner muligheten til å se saldo uten pålogging. Det er tungvint med bank id hver gang. Dere reklamere for fingertrykk og iris, men vi har ikke muligheten likevel. Nettbank på mobil har mye mer funksjonalitet enn dette. sletter appen fra mobile...Full Review"
536,"January 23, 2019",1,CptSleddu,Må ha google chrome innstalert for å logge inn med BankID :(
537,"January 17, 2019",5,Sverre Sandvik,
538,"January 17, 2019",2,Vebjørn Sjevelås,"Funksjonene jeg har brukt i denne appen, har utelukkende vært for å sjekke saldo, sjekke valuta kurs, og bruke vipps (de hadde en snarvei inne i appen tidligere). Jeg nå nå logge inn for å sjekke saldo, ikke at det egentlig gjør meg noe som helst, men valuta kurs og vipps snarveien er nå borte, de jeg brukte aller mest. Jeg likte at jeg kunne ha kun en app for bank og vipps på hjemskjermen tidligere. Ser frem til hvilke oppdateringer som kommer etter vært, utvilsomt en mer moderne app en tidl."
539,"January 18, 2019",1,Ricky Sookermany,
540,"January 21, 2019",1,A Google user,
541,"January 18, 2019",4,Olegs Pavlukovskis,Reduserer vurdering fra 5 til 4. Overgangen er mindre intuitiv enn ønskelig. Etter litt tid med appen ser jeg følgende: +rask innlogging ved hjelp av fingerscan. +rask oversikt over kontoer og tilgjengelig beløp. +enkelt å endre dato på betalinger. +logger deg inn automatisk inn på webløsning om nødvendig. +enkelt å sperre et kort ved behov -Det mangler oversikt over samlet betaling for en viss periode. -Mangler vipps integrering slik det var i den gamle versjonen.
542,"January 19, 2019",1,Equilibrium HCGC,
543,"January 25, 2019",2,Håvard S. Thomassen,
544,"January 19, 2019",4,A Google user,"Fungerer helt fint denne, har ikke hatt noen av de problemene en del har beskrevet. Å måtte logge inn med feks biometrisk i en bank app er en selvfølge, hvis en syns dette er forferdelig bør en ikke ha mobilbank. Autentisering ved åpning av app er noe jeg virkelig savnet i den gamle. Overføring via egne kontoer fungerer smertefritt."
545,"January 25, 2019",1,Jan Ihrstad,Treig og tungvint
546,"January 18, 2019",4,Edmund Gjennestad,
547,"January 18, 2019",2,Leander Tresselt Kalsnes,
548,"January 17, 2019",1,Malin Milford,
549,"January 16, 2019",1,Øyvind A. Holm,"Den nye versjonen som kom i januar 2019 er mye mindre praktisk for min del enn den gamle versjonen. Jeg bruker den for det meste til å sjekke saldo og de siste bevegelser på kontoen, det var så lettvint og greit, tok under fem sekunder. Nå må det logges inn for hver eneste gang, må til og med skrive...Full Review"
550,"January 16, 2019",2,A Google user,"Likte den forrige versjonen bedre, det er kjipt at jeg må logge inn hver gang spesielt når jeg er ute og vil sjekke hvor mye penger jeg har (som jeg lett kunne gjøre null problem på den forrige versjon). Irriterende at jeg må logge inn min personlige info offentlig. Vil helst ikke ta med min kodebrikke med meg og risikere å miste den. Er ikke fornøyd med den nye appen dessverre."
551,"January 16, 2019",1,Erlend Pedersen,
552,"January 17, 2019",1,Jørgen Austrått,Den nye versjonen er flere steg tilbake fra den forrige. Færre funksjoner og mer klønete grensesnitt.
553,"January 17, 2019",1,Jon Karlsen,
554,"January 17, 2019",1,Steinar Hovi,
555,"January 17, 2019",5,Dominik Muzia,
556,"January 15, 2019",1,zakrstcasniisloboduz,
557,"January 15, 2019",2,Per-Kristian Nordnes,Finally a real app (no longer just a poorly designed web app). Plus for biometric login. Paying bills was also easy now. But it's very sluggish and slow loading. It doesn't help that UI elements jump around as it's loading. Also it stops working after a while and have to be restarted. I'll give it some time to mature though as the new version was just released.
558,"January 15, 2019",1,yennie Kim,"Den nye oppdateringen gjør at det er slitsomt for meg å sjekke saldoen på kontoen min nå. Det er greit å legge mer sikkerhet ved å logge inn på appen nå for hver gang man slår på, men når Dnb Spar godkjenner fingeravtrykket mitt men ikke DNB appen så er det jo slitsomt å måtte hele tiden logge inn v...Full Review"
559,"January 15, 2019",1,Hallgeir Martinsen,"Appen fungerer jo ikke, etter å ha tastet inn mob nr, dato og fått opp kodeordet loader appen og starter på nytt med mob nr igjen.."
560,"January 14, 2019",4,Kristoffer Garshol,
561,"January 15, 2019",1,guly,"Nye appen(15.01/19) har gjort noen gode grep. Du får en god oversikt over alle kontoer, samt mastercard saldo. Det er veldig positivt at man kan gå flere mnd. tilbake å se forbruk. Det å kunne se betalingsoversikt framover er også nyttig. Men, for øyeblikket får jeg ikke engang logget meg inn. Får en error kode 3007. Appen virka generelt sett ""sluggish"", treig og seig. Mye buffering. Samtidig savner jeg et alternativ hvor du ikke på logge på hver gang. selv med fingerprint tar det lenger tid."
562,"January 15, 2019",2,Kristoffer Meyer,"Og plutselig gjorde dere appen nytteløs for meg. Om jeg velger å roote telefonen min, så er det mitt valg og risiko. Nå som jeg ikke lengre kan benytte appen på telefonen min så kan ikke jeg ha DNB som hovedbank lengre. edit: Det går helt fint, det var ikke så vanskelig å skjule root. Andre med samm...Full Review"
563,"January 14, 2019",1,Soheil Taurus,
564,"January 18, 2019",1,A Google user,
565,"November 22, 2018",1,A Google user,Hele appen er jo bare linker til nettsiden. Problemer å logge på med bank id også. Elendig.
566,"January 16, 2019",1,Mats,
567,"January 14, 2019",1,Amir Klepper Zangeneh,"Når kommer den nye appen. Detta funker ikke. Dere vil at jeg skal bytte fra skank, men de har jo 100x bedre Mobile løsninger"
568,"December 18, 2018",1,Athanasia Monika Mowinckel,
569,"February 22, 2019",1,Romas Musnikas,
570,"November 11, 2018",1,Stian Nordlie,"Ikke en app, inneholder linker til nettleser som åpner diverse rot. That's it. Ubrukelig. Prøv Sbanken."
571,"January 23, 2019",2,Øivind Boge,"trodde mobilbanken skulle bli oppdatert nå i Januar, men jeg har ikke fått noen oppdatering. jeg har tidligere brukt Sparebank1 sin app, og der finnes en fantastisk feature hvor en kan overføre mellom egne kontoer UTEN og logge inn men kodebrikke. trenger bare en pin kode. men dersom regninger skal betales, så trenger man kodebrikke. veldig bra løsning. får mer stjerner fra meg dersom dette hadde vært native app, og ikke bare en web-app."
572,"January 5, 2019",2,OddEspen Kjellesvig,
573,"January 16, 2019",1,Daniel Haugen,"De slapp den nye appen alt for tidlig. Jeg måtte re-installere på grunn av mye ustabiliteter, men fikk pent tilbake den gamle. De har altså rullet tilbake. Dette er tragisk"
574,"March 13, 2019",1,Stone Olaf,"Greier dere å gjøre en dårligere jobb? To måneder etter review fikk jeg svar fra utvikler, allerede byttet bank nå pga elendig mobil nettbank. Aldri opplevd så tregt / sent svar fra en utvikler før på Google store, dette er skammelig DNB!"
575,"January 21, 2019",1,Björn Berntsen,
576,"January 17, 2019",1,Øy Wols,
577,"November 14, 2018",1,Bjørn Arild Nodland,Ubrukelig utgave av mobilbank forsøkt vist som app
578,"January 14, 2019",1,Joanna Wojtalik,
579,"January 23, 2019",3,Gabriel Andersen,
580,"January 17, 2019",1,Helene Spigseth,
581,"March 20, 2019",1,FawnDawn Angel,Dårlig. Gi oss tilbake den gamle appen.
582,"February 14, 2019",1,Keyae VaL,
583,"January 4, 2019",1,Kurder 2018,
584,"April 7, 2019",1,Miriam Vorperian,
585,"December 30, 2018",1,atle Emil,
586,"January 26, 2019",1,Venturi95 as,
587,"January 22, 2019",5,abdul majid,
588,"February 18, 2019",1,Shahrad Drone,Dere driver å sier at appen har blitt raskere etter oppdateringen... den har faktisk blitt utrolig treg. i tillegg den fingeravtrykken funker jo aldri. Må logge inn med bank ID hver gang jeg skal sjekke saldo på kortet mitt. det tar 5minuter med unødvendig venting bare for å sjekke saldoen min. Den gamle oppdateringen var best. Dere har ødelagt appen nå. fiks det fort
589,"April 16, 2019",1,Hans-Petter Ruud,Her har dere feilet på alle områder. Når dere lanserer noe nytt så burde dere også brukerne selv bestemme om de vil bruke den nye appen eller ikke. Dere bør tilby den gamle appen for de som ønsker den og den nye til de som vil ha den. Widget? Nei takk. Dere har jo tatt vekk det som gjorde den gamle ...Full Review
590,"April 29, 2018",2,Harald Haugli,
591,"July 5, 2018",2,A Google user,
592,"June 13, 2018",1,Olav Kristiansen,"Dette er ingen app, kun en link til nettbank i nettleser (som også er 
fantastisk rotete og uoversiktlig)."
593,"March 9, 2019",1,A Google user,Umulig å betale regninger står bare å spinner. Alt er treigt. Slettet den nå.
594,"February 2, 2019",1,Thomas Brovold,
595,"March 18, 2019",1,ITGeek Streams,
596,"October 19, 2018",3,Kim,"Kjekk og nyttig app. Men kan være en god del bedre. F.eks: widget som viser saldo på valgt konto direkte på hjemmeskjermen. Informasjon om saldo på lånekonto og aksjekonto direkte i appen. Informasjon om ny post og nye efaktura, og forfalte faktura."
597,"October 17, 2018",1,Kathiravann Sellathurai,"Gammel app, imens iOS brukere har en fin nettbank. Android appen er helt forferdelig iforhold"
598,"January 16, 2019",1,Farhan Ali,
599,"April 25, 2019",1,D S,"Fant ut at telefonen min har unlocked bootloader og derfor så får jeg ikke brukt appen tydeligvis,virker det som."
600,"March 16, 2018",1,Anastasia Granly,Nettopp byttet telefon fra iphone. Appen til iOS var perfekt! Hvorfor har dere ikke ordentlig appen til Android og?
601,"April 10, 2018",1,Alexander Kjeldaas,Chatt fungerer ikke. Overføring fra flexilån fungerer ikke. Desktop versjon av nettbanken kan man ikke få. Ubrukelig. Jeg vil ha tilbake timene jeg har kastet bort.
602,"December 31, 2017",1,Mira,
603,"February 1, 2019",1,A Google user,
604,"September 20, 2018",1,Tuyet Trinh To,"Rart at DNB ikke prioriterer kun iPhone. Super app på iPhone, men fungerer veldig dårlig på android!"
605,"September 15, 2018",2,Skule Osmoen Haagensen,Nedtur form Norges største bank. Grensesnitt for sms-bank? Flaut. Rett og slett. Utrolig skuffende.
606,"January 17, 2019",1,Geir Inge Sygnabere,"Møkka app, jeg vil ha den gml tilbake, eller kanskje dere burde ha 2...... Jeg har ikke bank id på mobil og skal ikke ha det heller, og kode brikka skal ligge hjemme. Så da blir det utrolig tungvint å sjekke saldo. Jeg synes heller ikke appen var fin eller lett å bruke.... alt for lett å trykke på godkjenn betaling av regning. Som ligger midt på skjermen med en stoooor godkjenn knapp..."
607,"January 31, 2018",2,A Google user,
608,"October 13, 2018",1,Sebastian Waage Løken,Når kommer oppdateringen?
609,"April 7, 2018",1,A Google user,Velkommen til 90tallet....
610,"January 24, 2018",1,adib waez,
611,"June 20, 2019",1,Azib Sajjad Ahmed,
612,"October 22, 2018",1,FETCH THAT BITCH,Ghhhh
613,"October 11, 2018",1,Kai L,Useless
614,"October 9, 2017",1,Pantipa Nak-in,"Bad apps ever. Bad customer service. I've tried many times to activate this app on my phone but it shows error message then I called the customer service many times. Believe me they have no idea how to solve the problem. Suggested me to do the same thing and results was the same. Doesn't help calling them. No doubt why people give you one star. Now I fed up and give up. Will delete it again and never come back. Let us stick with the e-banking on our PC. No better innovation on this technology. Guys look at the apps from Danskebank for your R&D, learn from them though."
615,"December 9, 2016",1,Luke Laming,Terrible app badly organised massive shortcuts and tiny statement list. Can't do very much and even in mobile bank it's poorly designed and unclear. Surprised with dnb. Check out Surnadal sparebank app this is the way to do it!
616,"January 15, 2017",1,Gregorio Di Stefano,"Very poorly designed app. Simple functionality like seeing account number isn't available in the app, but you need to visit the mobile website."
617,"June 21, 2017",2,Johanne Elg,
618,"May 9, 2017",1,Andreas Sørensen,
619,"April 27, 2017",1,Erik Sverreson Holmes,
620,"July 20, 2017",2,Ole Christian Pedersen,
621,"September 16, 2017",1,Morten Hopstad,
622,"December 30, 2017",1,Petter Budt,Tenkte jeg skulle gi DNB en ny sjanse men når appen trenger tilgang til kontakter og Bluetooth kan det være det samme. SBanken virker fortsatt bra :-) Nedenfor er om forrige versjon: Ny knapp med kobling til vips(som banken tjener penger på). For meg som har skandiabanken i tillegg var dette såå 2001. Hadde jeg laget slike løsninger for mine kunder hadde jeg mista jobben. Kanskje ikke i DNB for de har jo hatt noen år å lage noe bra på. At forbruker tester år etter år kårer skandiabanken til best legger kanskje lista for høyt for DNB
623,"September 27, 2016",2,aminaifrah jamal,please  do something with the app it doesn't  work I can't  logg in  or see my Saldo
624,"October 19, 2016",2,Dariusz Wolontariusz,Before ot was a reallu good app but its impossible to log in for over 1 month.
625,"October 17, 2017",1,ROS MANIA,
626,"November 15, 2016",1,Gabriele Mazza,"After the last update, the app just freeze on the start screen. Before it was a good app!"
627,"January 16, 2019",1,Daniel Tennøy,"var veldig enkelt før den nye oppdateringen kom, no må ej logge inn for vær gang ej skal sjekke saldoen på kontoen min, jeg vil ikke ha med kode brikken min over alt ej går, mye bedre før når jeg bare kunne åpne appen se saldoen min og hva jeg har brukt penga på uten å logge inn hele tida. Idiotisk oppsett, appen lokker seg hele tiden når jeg har logget på også. Gi oss tilbake den gamle appen der vi ikke måtte logge inn for alt sammen."
628,"January 8, 2017",1,Rune Melgaard,Stuck at the confirm social security number as so many others here.
629,"December 23, 2016",5,Zaher El Benni,"Hei, kan dere oppdatere appen til å man endre språk? Jeg har appen på engelsk vett ikke hvorfor, vil ikke Uninstal og start på nytt"
630,"September 14, 2016",2,Sigbjørn Tvedt,Får sett saldoen på innskuddskontoene.  Må til nettsidene for å kunne se status eller kontonummer på lånekontoen. Ellers veldig lite funksjonalitet sammenliknet med skandiabanken sin app.
631,"October 6, 2016",1,Torgeir Paulsen,Får ikke logget inn. Elendig møkka app. Hadde forventet mer av DNB mhp så mye penger de tar fra kundene
632,"September 22, 2016",1,Raymond Opøien,Knappen for å bekrefte fødselsnr er DØD...altså funker det ikke å logge inn på mobilbank 😠...og Chrome er så klart oppdatert til siste versjon...
633,"January 22, 2019",1,Helge Rafaelsen,
634,"September 23, 2016",1,iQueen ملكة,Kan ikke lengre logge meg inn på nettbanken via appen!! Dette er ikke bra. Jeg er avhengig av denne appen..... please fix it!!!
635,"September 30, 2016",1,Marius Poh,Får ikke logget inn med bank id så appen blir helt ubrukelig. Må fikses støtte for samsung galaxy s7 edge!!!
636,"May 25, 2017",2,Miro Karpis,
637,"October 2, 2016",1,Daniel Boer Johannessen,Får ikke logget på tjenesten pga at knapp for innlogging/bekreftelse ikke fungerer. Ny Galaxy s7 edge med alle apper oppdatert.
638,"June 13, 2017",1,Mats Gunnerød,
639,"September 28, 2016",1,Lars-Erik Weydahl,"Får ikke aktivert appen. Trykker på logg inn etter å ha tastet inn 11, men ingenting skjer. Hverken over wifi eller mobildata."
640,"April 24, 2017",1,Paul Williams,
641,"October 11, 2017",1,Maysa Gazakbayeva,
642,"January 16, 2019",2,Den muterte dritt grisen! xD,Likte hvordan appen var før. Egentlig litt trist at man kan ikke se hvor mye man har på konto uten å logge inn på nettbanken. Dette er det jeg brukte det mest til. Jeg syntes man burde kunne fortsatt gjøre det i appen. I fremtidige oppdateringer syntes jeg at man burde se sin kontobalanse uten å log...Full Review
643,"September 9, 2017",1,Krismidt,
644,"May 19, 2016",1,Milos Alvirovic,Etter siste oppdatering klarer ikke logge meg inn i nettbanken via appen.
645,"July 14, 2017",2,Odd Levi,
646,"May 31, 2019",1,Reza Frydenberg,Det går ikke an til å logge på mobil apps hele tiden man har ikke tid til å betale for og så etterpå logge inn og se om betalingen er riktig. førige appsen hadde ikke det behovet fiks det eller ikke noe god karakter fra meg.
647,"June 13, 2017",1,Thomas Tran,
648,"September 25, 2016",1,Kabeer Nasir,"En webapp man ikke kan logge inn med engang, dårlige greier"
649,"November 2, 2017",1,Amir Rider,
650,"November 27, 2016",1,Alin Radulescu,Det ser ut som at det er stor mangel på kompetente programmerere i DnB...
651,"November 22, 2017",2,A Google user,
652,"September 19, 2017",1,Henrik Nordvik,
653,"December 5, 2016",1,Marit Hellestø,"Appen har veldig lite native funksjonalitet. med en gang en ønsker å gjøre annet enn å kikke på saldo må man logge inn i nettbank. Irriterende at det ikke er mulig å f.eks. godkjenne efaktura, samt få en oversikt over kommende transaksjoner eksempelvis avtalegiro og transaksjoner som ikke har blitt ...Full Review"
654,"October 8, 2016",5,Lars Bergan,"Man får gjort det man trenger i banken, og kjekt med rask oversikt over kontoen."
655,"November 13, 2017",1,karenmoore1977,
656,"September 14, 2016",1,A Google user,Eneste funksjonen jeg bruker i appen. Fyller inn fødselsnummer og trykker bekreft. Ingenting skjer.
657,"September 27, 2016",1,William Novik,Skriver inn fødselsnummer men bekreft knappen fungerer ikke. Har ikke fått visa kort engang og angrer allerede.......
658,"September 27, 2016",1,Kristian Milne,Får ikke lagt inn saldo tjenesten. Knappen for å bekrefte fødselsnummer er død
659,"December 1, 2017",1,Anton Oettl,
660,"July 22, 2016",1,Murad Eliassen,
661,"May 3, 2017",1,Tore Grødem,
662,"February 16, 2017",1,jeroen haukås,
663,"December 2, 2017",2,Håvard Olerud Eriksen,
664,"October 3, 2016",1,Tommy Worren,Kan ikke logge inn på min Samsung Galaxy S7.
665,"October 14, 2016",2,Bjørn Sætnan,
666,"June 15, 2017",1,Nida Nuraida,
667,"September 16, 2016",1,AmanitA MuscariA,Fungerer ikke. Klarer ikke å logge inn i banken for å få appen til å fungere.
668,"August 8, 2017",1,Jörg Bergheim,
669,"September 25, 2016",1,Liam Lake,Får ikke gått videre I det heletatt
670,"October 13, 2017",2,Christian Kaza Boneza,
671,"June 15, 2017",1,Andreas Meyer Berntsen,
672,"November 23, 2017",1,Arild Loar Glemminge,
673,"September 23, 2016",1,Ivan R,
674,"September 30, 2017",1,marcus_,
675,"September 30, 2016",2,A Google user,
676,"December 9, 2016",1,Johan Augustin Wågan Baustad,
